Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
City Land Travels,A/C Seater/Sleeper (2+1),18:00:00,07:00:00,13h 00m,529.0,2.2,40,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
HRTC - 531,Ordinary 3+2 Non AC Seater,17:50:00,10:00:00,16h 10m,796.0,3.8,37,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 590,A/C Executive (2+3),19:00:00,10:15:00,15h 15m,1007.0,3.4,30,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15:00,11:30:00,15h 15m,1589.0,4.1,18,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 578,Ordinary 3+2 Non AC Seater,22:10:00,18:35:00,20h 25m,862.0,1.9,37,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
Travel Point,A/C Seater / Sleeper (2+2),16:00:00,05:20:00,13h 20m,1387.0,2.9,47,https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47:00,02:00:00,08h 13m,910.0,3.6,37,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30:00,04:30:00,07h 00m,499.0,4.6,40,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),11:45:00,19:00:00,07h 15m,494.0,4.7,0,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00:00,05:30:00,06h 30m,477.0,4.7,30,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15:00,07:45:00,11h 30m,630.0,4.7,28,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00:00,07:00:00,11h 00m,600.0,4.7,18,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00:00,06:00:00,11h 00m,569.0,4.5,33,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
AdCity Land Travels,,19:55:00,06:00:00,10h 05m,529.0,3.7,31,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38:00,06:30:00,09h 52m,500.0,4.7,40,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30:00,05:30:00,11h 00m,569.0,4.8,35,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00:00,05:30:00,10h 30m,630.0,4.7,35,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Laxmi holidays,,21:50:00,08:30:00,10h 40m,0.0,0.0,0,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00:00,06:45:00,07h 45m,521.0,4.9,18,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25:00,06:40:00,07h 15m,499.0,4.7,38,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30:00,06:30:00,07h 00m,664.0,4.6,47,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Ram Dalal Holidays,,23:25:00,06:25:00,07h 00m,0.0,0.0,0,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50:00,05:40:00,12h 50m,840.0,2.5,25,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1511,Himmani Deluxe 2+2 Non AC Seater,17:50:00,06:35:00,12h 45m,840.0,2.7,24,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00:00,06:20:00,12h 20m,768.0,3.1,27,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00:00,09:00:00,14h 00m,766.0,3.6,37,https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,18:20:00,04:30:00,10h 10m,641.0,3.6,27,https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
HRTC - 726,Ordinary 3+2 Non AC Seater,19:20:00,04:30:00,09h 10m,583.0,3.3,27,https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00:00,06:10:00,09h 10m,963.0,3.7,34,https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
HRTC - 718,Ordinary 3+2 Non AC Seater,21:30:00,04:30:00,07h 00m,583.0,3.2,39,https://www.redbus.in/bus-tickets/manali-to-shimla,Manali to Shimla
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05:00,06:00:00,10h 55m,630.0,4.7,18,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:50:00,05:30:00,10h 40m,800.0,4.7,20,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50:00,07:30:00,10h 40m,569.0,4.5,33,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
New Himalaya Travels,,19:35:00,06:15:00,10h 40m,0.0,0.0,0,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Metahills holidays,Scania A/C Semi Sleeper (2+2),21:21:00,05:50:00,08h 29m,942.0,3.5,31,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Metahills holidays,Scania A/C Semi Sleeper (2+2),21:21:00,05:50:00,08h 29m,1169.0,3.5,26,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25:00,06:00:00,07h 35m,463.0,3.7,31,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45:00,06:00:00,07h 15m,504.0,3.6,30,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10:00,01:00:00,05h 50m,499.0,4.6,36,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35:00,23:55:00,04h 20m,759.0,4.6,0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45:00,01:00:00,05h 15m,630.0,5.0,36,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00:00,00:50:00,04h 50m,674.0,3.6,36,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:45:00,23:00:00,06h 15m,499.0,4.4,0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),17:45:00,23:55:00,06h 10m,555.0,3.9,0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),17:50:00,23:59:00,06h 09m,700.0,4.1,0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:05:00,00:15:00,06h 10m,604.0,4.4,30,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30:00,05:50:00,10h 20m,650.0,4.8,34,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45:00,07:05:00,09h 20m,650.0,4.8,32,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00:00,06:45:00,09h 45m,630.0,4.8,28,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
AdCity Land Travels,,20:30:00,05:00:00,08h 30m,495.0,3.5,30,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 1017,Ordinary 3+2 Non AC Seater,12:50:00,06:00:00,17h 10m,796.0,4.1,37,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00:00,08:30:00,17h 30m,862.0,3.2,33,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 1024,A/C Executive (2+3),16:20:00,08:35:00,16h 15m,1007.0,2.9,37,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40:00,09:00:00,15h 20m,1589.0,4.0,10,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15:00,01:15:00,07h 00m,499.0,4.5,25,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45:00,01:00:00,06h 15m,600.0,3.0,23,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:50:00,01:10:00,06h 20m,800.0,4.5,20,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05:00,01:45:00,06h 40m,630.0,4.3,18,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
FlixBus,A/C Seater (2+2),11:30:00,16:00:00,04h 30m,134.0,4.0,0,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50:00,04:50:00,05h 00m,759.0,4.8,37,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55:00,05:10:00,05h 15m,569.0,4.4,12,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55:00,05:10:00,05h 15m,499.0,4.6,34,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),,23:55:00,05:30:00,05h 35m,999.0,2.4,0,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 514,Ordinary 3+2 Non AC Seater,11:30:00,19:15:00,07h 45m,332.0,3.9,0,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 6754,A/C Executive (2+3),12:00:00,18:40:00,06h 40m,452.0,3.2,0,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 568,Ordinary 3+2 Non AC Seater,21:30:00,07:15:00,09h 45m,332.0,2.5,39,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 580,Ordinary 3+2 Non AC Seater,22:45:00,06:00:00,07h 15m,332.0,4.1,36,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20:00,06:00:00,06h 40m,632.0,4.1,32,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45:00,05:30:00,09h 45m,630.0,4.9,35,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10:00,06:30:00,09h 20m,500.0,4.8,42,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30:00,08:30:00,10h 00m,569.0,4.8,24,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Laxmi holidays,,19:10:00,05:30:00,10h 20m,0.0,0.0,0,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30:00,06:40:00,07h 10m,699.0,4.5,25,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 534,Ordinary 3+2 Non AC Seater,18:05:00,05:20:00,11h 15m,612.0,4.5,37,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14:00,04:10:00,08h 56m,575.0,4.9,37,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 549,A/C Executive (2+3),19:25:00,06:45:00,11h 20m,701.0,3.5,44,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15:00,07:10:00,10h 55m,575.0,2.9,37,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35:00,06:40:00,10h 05m,1078.0,4.4,24,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
Pranjit Travels (Under ASTC),A/C Seater (2+1),11:15:00,15:30:00,04h 15m,450.0,3.8,0,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30:00,16:15:00,04h 45m,324.47,3.9,0,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
KIRAN TRAVELS,A/C Seater (2+1),12:00:00,17:30:00,05h 30m,324.0,3.8,0,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:00:00,17:00:00,04h 00m,389.13,4.6,0,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30:00,19:15:00,03h 45m,389.13,4.6,0,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),10:50:00,15:00:00,04h 10m,341.0,4.2,0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Orient Transline,A/C Seater (2+1),11:30:00,15:30:00,04h 00m,380.95,3.7,0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Orient Transline,A/C Seater (2+1),13:00:00,17:10:00,04h 10m,380.95,4.1,0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15:00,17:50:00,03h 35m,360.0,4.5,0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
WARISPIYA TRAVELS,AC Seater (2+2),15:00:00,18:40:00,03h 40m,360.0,4.5,0,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Assam State Transport Corporation (ASTC) - 154175,NON A/C Seater Push Back (2+1),12:30:00,16:00:00,03h 30m,164.0,3.7,0,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+2),12:00:00,14:30:00,02h 30m,350.0,3.7,0,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Pranjit Travels (Under ASTC),A/C Seater (2+1),13:15:00,15:30:00,02h 15m,400.0,3.2,0,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Baikuntha Transport Service,A/C Seater (2+1),14:00:00,17:00:00,03h 00m,400.0,3.0,0,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30:00,17:00:00,02h 30m,291.57,4.7,0,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),10:50:00,13:30:00,02h 40m,341.0,3.3,0,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),11:30:00,14:25:00,02h 55m,285.71,4.0,0,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kareng Travels,Non AC Seater (2+2),11:45:00,14:45:00,03h 00m,266.0,4.6,0,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),13:00:00,15:45:00,02h 45m,333.33,4.3,0,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15:00,16:15:00,02h 00m,303.0,3.8,0,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Balaji Tours And Travels,NON A/C Seater (2+2),10:45:00,14:45:00,04h 00m,162.0,2.3,0,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15:00,15:35:00,04h 20m,162.0,2.3,0,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:00:00,16:20:00,04h 20m,162.0,2.3,0,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:15:00,16:30:00,04h 15m,162.0,2.3,0,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Yatra,Non AC Seater (2+2),20:15:00,03:30:00,07h 15m,350.0,2.6,40,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),11:15:00,18:45:00,07h 30m,300.0,1.7,0,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00:00,03:30:00,07h 30m,350.0,0.0,38,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,Non AC Seater (2+2),12:15:00,19:15:00,07h 00m,300.0,3.6,0,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,Non AC Seater (2+2),12:30:00,20:00:00,07h 30m,300.0,3.6,0,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Assam State Transport Corporation (ASTC) - 150574,Bharat Benz A/C Seater (2+2),12:00:00,19:00:00,07h 00m,410.0,3.4,0,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00:00,16:30:00,03h 30m,220.0,3.3,0,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,North Lakhimpur to Sibsagar
Priyanka,NON A/C Seater (2+1),17:30:00,05:05:00,11h 35m,600.0,3.7,20,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,North Lakhimpur to Jorhat
NETWORK TRAVELS,A/C Seater Push Back (2+2),12:15:00,16:00:00,03h 45m,350.0,3.1,0,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30:00,16:20:00,03h 50m,250.0,3.8,0,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Aniruddha Travels,AC Seater (2+2),11:45:00,16:15:00,04h 30m,500.0,3.7,0,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
RAYAN TRAVELS,Bharat Benz A/C Seater (2+1),12:30:00,16:15:00,03h 45m,600.0,3.6,0,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
MADHURIKA TRAVELS,A/C Seater (2+1),12:45:00,17:00:00,04h 15m,509.0,3.9,0,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Sylvan DEE Transport,Non AC Seater (2+1),17:30:00,06:00:00,12h 30m,640.0,3.1,4,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,Sibsagar to North Lakhimpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30:00,04:00:00,08h 30m,550.0,3.7,37,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00:00,04:30:00,08h 30m,550.0,3.4,6,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30:00,04:00:00,06h 30m,500.0,3.5,33,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),20:30:00,04:00:00,07h 30m,550.0,2.3,26,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Sleeper (2+1),22:20:00,07:00:00,08h 40m,650.0,2.1,30,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Deep Travels,Non AC Seater (2+1),17:45:00,04:30:00,10h 45m,600.0,4.1,29,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00:00,04:00:00,10h 00m,600.0,4.3,18,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00:00,03:00:00,06h 00m,400.0,3.8,46,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Aniruddha Travels,AC Seater (2+2),11:45:00,17:30:00,05h 45m,500.0,4.5,0,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30:00,17:50:00,05h 20m,350.0,3.6,0,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30:00,18:30:00,05h 00m,626.24,4.7,0,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
MADHURIKA TRAVELS,A/C Seater (2+1),12:45:00,18:00:00,05h 15m,555.0,2.3,0,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Puja Transport,NON AC Seater / Sleeper 2+1,20:00:00,05:00:00,09h 00m,550.0,3.5,28,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:45:00,04:00:00,08h 15m,550.0,3.2,23,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,Non AC Seater (2+2),19:15:00,04:00:00,08h 45m,550.0,3.1,32,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
J.S. Travels,Non AC Seater (2+1),19:00:00,04:00:00,09h 00m,500.0,2.7,32,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30:00,01:00:00,07h 30m,550.0,3.0,34,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Mahi Travels(Under ASTC),A/C Seater (2+2),10:50:00,16:30:00,05h 40m,432.0,4.3,0,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Orient Transline,A/C Seater (2+1),11:30:00,16:40:00,05h 10m,476.19,4.1,0,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
