Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),19:15:00,05:50:00,10h 35m,1000.0,3.7,8,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00:00,08:30:00,11h 30m,699.0,4.5,18,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,08:45:00,10h 15m,950.0,4.5,7,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Amrutyog,A/C Sleeper (2+1),22:00:00,09:30:00,11h 30m,699.0,4.4,14,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Zingbus Plus,VE A/C Sleeper (2+1),23:55:00,11:10:00,11h 15m,613.0,4.4,28,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kadamba Transport Corporation Limited (KTCL) - 6239,Volvo AC Seater 2+2,18:00:00,05:00:00,11h 00m,800.0,3.9,27,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,09:10:00,10h 40m,601.0,4.6,25,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30:00,10:00:00,11h 30m,599.0,4.5,19,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
AdIndumati Travels,A/C Sleeper (2+1),21:00:00,07:00:00,10h 00m,634.0,3.9,25,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,,20:00:00,06:30:00,10h 30m,0.0,4.5,0,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05:00,06:00:00,12h 55m,800.0,3.7,15,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00:00,13:10:00,17h 10m,599.0,4.5,16,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),18:00:00,11:10:00,17h 10m,645.0,4.5,27,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdVaibhav travels,A/C Sleeper (2+1),18:00:00,12:00:00,18h 00m,700.0,3.8,31,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00:00,09:10:00,16h 10m,699.0,4.4,26,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30:00,08:00:00,13h 30m,800.0,3.9,21,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10:00,09:05:00,14h 55m,538.0,4.4,20,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),19:40:00,10:45:00,15h 05m,511.0,4.4,19,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
AdNaik Tours And Travels,NON A/C Sleeper (2+1),16:20:00,06:45:00,14h 25m,499.0,4.7,20,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),19:30:00,09:40:00,14h 10m,603.0,4.4,26,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15:00,10:00:00,12h 45m,735.0,3.2,37,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
SR Tours & Travels,A/C Sleeper (2+1),19:45:00,05:30:00,09h 45m,990.0,2.2,29,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45:00,08:15:00,12h 30m,900.0,4.0,24,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),21:20:00,10:15:00,12h 55m,1599.0,4.5,1,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00:00,10:15:00,13h 15m,1399.0,4.3,20,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
AdIntrCity SmartBus,AC Sleeper (2+1),21:30:00,11:20:00,13h 50m,999.0,3.4,26,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),20:15:00,08:45:00,12h 30m,1499.0,4.5,15,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,07:00:00,12h 00m,735.0,3.3,34,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
SR Tours & Travels,A/C Sleeper (2+1),19:00:00,05:20:00,10h 20m,990.0,2.2,20,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
S R Travels,NON A/C Sleeper (2+1),01:00:00,06:00:00,05h 00m,799.0,1.5,16,https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
Kadamba Transport Corporation Limited (KTCL) - 5633,Volvo AC Seater 2+2,18:30:00,08:30:00,14h 00m,800.0,3.9,28,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00:00,07:15:00,13h 15m,999.0,4.6,18,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),18:30:00,07:10:00,12h 40m,999.0,4.3,18,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
AdSunrise Tours and Travels,A/C Sleeper (2+1),18:00:00,06:35:00,12h 35m,999.0,4.3,17,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),19:00:00,08:35:00,13h 35m,799.0,4.2,23,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00:00,10:00:00,14h 00m,850.0,3.4,37,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15:00,08:00:00,08h 45m,1250.0,3.0,25,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45:00,07:00:00,12h 15m,700.0,2.8,37,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Sharma Travels,AC Sleeper (2+1),23:01:00,09:01:00,10h 00m,1333.0,3.9,15,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
SR Tours & Travels,A/C Sleeper (2+1),18:10:00,05:30:00,11h 20m,1080.0,2.2,29,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,02:30:00,07h 30m,420.0,3.7,34,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashoka Travels,A/C Sleeper (2+1),09:50:00,14:50:00,05h 00m,450.0,3.6,0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00:00,20:30:00,06h 30m,650.0,4.0,0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30:00,21:45:00,06h 15m,650.0,4.6,0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30:00,23:40:00,06h 10m,599.0,3.3,0,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,08:30:00,13h 30m,850.0,2.9,34,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,04:30:00,09h 30m,1150.0,3.7,22,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30:00,07:30:00,11h 00m,600.0,2.2,37,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
SR Tours & Travels,A/C Sleeper (2+1),19:00:00,06:50:00,11h 50m,990.0,2.2,21,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,06:05:00,11h 05m,675.0,3.2,34,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,02:00:00,07h 00m,1150.0,3.1,22,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
SR Tours & Travels,A/C Sleeper (2+1),19:00:00,04:50:00,09h 50m,990.0,2.2,21,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45:00,10:00:00,12h 15m,675.0,2.5,37,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
SR Tours & Travels,A/C Sleeper (2+1),20:30:00,05:30:00,09h 00m,990.0,2.2,30,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00:00,11:45:00,01h 45m,200.0,4.0,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30:00,15:15:00,01h 45m,200.0,3.8,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30:00,17:15:00,01h 45m,200.0,3.8,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30:00,20:00:00,01h 30m,200.0,4.9,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,04:00:00,09h 00m,490.0,3.1,34,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,01:30:00,06h 30m,1150.0,3.9,22,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00:00,05:40:00,09h 40m,500.0,3.5,28,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
SR Tours & Travels,A/C Sleeper (2+1),19:00:00,04:00:00,09h 00m,540.0,2.2,21,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00:00,11:15:00,01h 15m,200.0,3.6,0,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45:00,13:00:00,01h 15m,200.0,3.2,0,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15:00,11:25:00,01h 10m,200.0,4.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30:00,12:55:00,01h 25m,200.0,3.4,0,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00:00,13:10:00,01h 10m,200.0,4.3,0,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30:00,14:40:00,01h 10m,200.0,4.1,0,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30:00,18:40:00,01h 10m,200.0,4.3,0,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00:00,04:30:00,09h 30m,505.0,2.5,34,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00:00,05:42:00,09h 42m,500.0,3.7,28,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,01:30:00,06h 30m,1150.0,2.6,22,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
SR Tours & Travels,A/C Sleeper (2+1),19:00:00,03:50:00,08h 50m,540.0,2.2,20,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45:00,15:30:00,01h 45m,200.0,3.8,0,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00:00,17:30:00,01h 30m,200.0,4.4,0,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45:00,08:00:00,08h 15m,1000.0,3.8,30,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),09:55:00,10:30:00,00h 35m,150.0,3.7,0,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),10:30:00,11:30:00,01h 00m,200.0,4.9,0,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:44:00,11:15:00,00h 31m,150.0,3.7,0,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30:00,13:00:00,00h 30m,150.0,3.0,0,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00:00,14:30:00,00h 30m,150.0,3.4,0,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Atmaram Gobus,VE A/C Sleeper (2+1),22:30:00,06:10:00,07h 40m,601.0,4.8,25,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30:00,05:25:00,07h 55m,750.0,4.8,22,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30:00,08:00:00,09h 30m,599.0,4.6,23,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00:00,07:30:00,09h 30m,920.0,4.3,24,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:30:00,06:25:00,07h 55m,764.0,4.7,28,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15:00,10:45:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30:00,12:30:00,02h 00m,400.0,4.9,0,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30:00,11:00:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159657,A/C Seater (2+3),11:15:00,11:45:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30:00,12:00:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
PSR Travels Goa,A/C Sleeper (2+1),18:00:00,09:00:00,15h 00m,1299.0,3.7,20,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Humsafar Travels,A/C Sleeper (2+1),14:30:00,09:30:00,19h 00m,1250.0,3.2,18,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),15:00:00,08:00:00,17h 00m,1250.0,2.5,25,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Humsafar Travels,A/C Sleeper (2+1),14:30:00,09:15:00,18h 45m,1250.0,3.9,18,https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Kadamba Transport Corporation Limited (KTCL) - 8355,Non AC Seater 2+2,15:00:00,01:03:00,10h 03m,450.0,1.5,38,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30:00,02:30:00,09h 00m,800.0,4.5,29,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
Kadamba Transport Corporation Limited (KTCL) - 6239,Volvo AC Seater 2+2,18:00:00,09:00:00,15h 00m,1200.0,4.1,27,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
PSR Travels Goa,A/C Sleeper (2+1),19:15:00,10:00:00,14h 45m,1199.0,3.8,15,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,11:00:00,16h 00m,1150.0,1.6,21,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:31:00,11:45:00,01h 14m,150.0,3.7,0,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,14:01:00,15:15:00,01h 14m,150.0,3.7,0,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01:00,17:15:00,01h 14m,150.0,3.7,0,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 158965,A/C Seater (2+3),09:55:00,10:30:00,00h 35m,150.0,3.7,0,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159647,A/C Seater (2+3),10:30:00,11:30:00,01h 00m,200.0,4.9,0,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:44:00,11:15:00,00h 31m,150.0,3.7,0,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30:00,13:00:00,00h 30m,150.0,3.0,0,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00:00,14:30:00,00h 30m,150.0,3.4,0,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45:00,14:46:00,01h 01m,150.0,3.7,0,https://www.redbus.in/bus-tickets/goa-airport-to-goa,Goa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15:00,10:45:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30:00,12:30:00,02h 00m,400.0,4.9,0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159664,A/C Seater (2+3),10:30:00,11:00:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159657,A/C Seater (2+3),11:15:00,11:45:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30:00,12:00:00,00h 30m,150.0,3.7,0,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),13:30:00,14:30:00,01h 00m,200.0,3.7,0,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,Panaji to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00:00,10:31:00,00h 31m,100.0,3.7,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,Calangute (goa) to Goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30:00,14:01:00,00h 31m,100.0,3.7,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,Calangute (goa) to Goa
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30:00,16:01:00,00h 31m,100.0,3.7,0,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,Calangute (goa) to Goa
Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00:00,10:30:00,00h 30m,100.0,3.7,0,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30:00,14:00:00,00h 30m,100.0,3.7,0,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30:00,16:00:00,00h 30m,100.0,3.7,0,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,Calangute (goa) to Panaji
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45:00,14:45:00,01h 00m,150.0,4.4,0,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00:00,17:00:00,01h 00m,150.0,4.4,0,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
Sri KVR Travels,A/C Sleeper (2+1),23:20:00,05:00:00,05h 40m,650.0,3.2,28,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40:00,05:00:00,05h 20m,400.0,3.4,23,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,NON A/C Seater (2+2),23:40:00,06:00:00,06h 20m,450.0,4.2,34,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Venkateswara Travels,,23:45:00,06:00:00,06h 15m,0.0,3.8,0,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50:00,05:35:00,05h 45m,437.0,4.5,34,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),22:50:00,05:20:00,06h 30m,450.0,4.5,19,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),23:40:00,05:55:00,06h 15m,450.0,4.5,22,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),00:15:00,06:25:00,06h 10m,504.0,4.0,33,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30:00,00:30:00,06h 00m,555.0,4.2,20,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30:00,23:30:00,04h 00m,700.0,3.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),20:45:00,03:50:00,07h 05m,500.0,3.6,25,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
DMR Travels,,20:50:00,02:30:00,05h 40m,799.0,3.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 1272,Rajdhani (AC Semi Sleeper 2+2),10:00:00,16:00:00,06h 00m,524.0,4.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam
TSRTC - 1245,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00:00,18:00:00,07h 00m,442.0,4.2,0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam
TSRTC - 8273,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:10:00,16:50:00,05h 40m,442.0,3.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam
